player,1_runs_count,2_runs_count,3_runs_count,4_runs_count,games_played,1_runs_rate,2_runs_rate,3_runs_rate,4_runs_rate
Jose Caballero,6,1,1,0,33,0.18181818181818182,0.030303030303030304,0.030303030303030304,0.0
Jose Herrera,4,2,0,0,17,0.23529411764705882,0.11764705882352941,0.0,0.0
Jose Iglesias,5,0,0,0,33,0.15151515151515152,0.0,0.0,0.0
Jose Miranda,2,0,0,0,12,0.16666666666666666,0.0,0.0,0.0
Jose Ramirez,16,4,1,0,42,0.38095238095238093,0.09523809523809523,0.023809523809523808,0.0
Jose Siri,5,0,0,0,10,0.5,0.0,0.0,0.0
Jose Tena,7,3,0,0,26,0.2692307692307692,0.11538461538461539,0.0,0.0
Jose Trevino,10,4,1,0,31,0.3225806451612903,0.12903225806451613,0.03225806451612903,0.0
Josh Bell,12,2,0,0,39,0.3076923076923077,0.05128205128205128,0.0,0.0
Josh Lowe,0,0,0,0,3,0.0,0.0,0.0,0.0
Josh Naylor,17,5,0,0,46,0.3695652173913043,0.10869565217391304,0.0,0.0
Josh Smith,13,5,0,0,36,0.3611111111111111,0.1388888888888889,0.0,0.0
Joshua Palacios,7,0,0,0,31,0.22580645161290322,0.0,0.0,0.0
Juan Mejia,0,0,0,0,2,0.0,0.0,0.0,0.0
Juan Soto,29,6,1,0,71,0.4084507042253521,0.08450704225352113,0.014084507042253521,0.0
Julio Rodriguez,20,8,1,0,47,0.425531914893617,0.1702127659574468,0.02127659574468085,0.0
Jung Hoo Lee,41,10,0,0,99,0.41414141414141414,0.10101010101010101,0.0,0.0
Junior Caminero,17,2,0,0,41,0.4146341463414634,0.04878048780487805,0.0,0.0
Jurickson Profar,2,0,0,0,4,0.5,0.0,0.0,0.0
Justin Martinez,0,0,0,0,2,0.0,0.0,0.0,0.0
Justin Turner,4,0,0,0,25,0.16,0.0,0.0,0.0
Justyn-Henry Malloy,8,3,0,0,34,0.23529411764705882,0.08823529411764706,0.0,0.0
Kameron Misner,13,4,0,0,38,0.34210526315789475,0.10526315789473684,0.0,0.0
Ke'Bryan Hayes,9,0,0,0,43,0.20930232558139536,0.0,0.0,0.0
Keibert Ruiz,10,4,0,0,39,0.2564102564102564,0.10256410256410256,0.0,0.0
Kenley Jansen,0,0,0,0,1,0.0,0.0,0.0,0.0
Kerry Carpenter,20,6,1,0,42,0.47619047619047616,0.14285714285714285,0.023809523809523808,0.0
Ketel Marte,11,2,1,0,21,0.5238095238095238,0.09523809523809523,0.047619047619047616,0.0
Kevin Newman,3,0,0,0,15,0.2,0.0,0.0,0.0
Kevin Pillar,6,0,0,0,20,0.3,0.0,0.0,0.0
Kody Clemens,4,0,0,0,18,0.2222222222222222,0.0,0.0,0.0
Korey Lee,3,0,0,0,9,0.3333333333333333,0.0,0.0,0.0
Kris Bryant,2,0,0,0,11,0.18181818181818182,0.0,0.0,0.0
Kristian Campbell,13,3,2,1,37,0.35135135135135137,0.08108108108108109,0.05405405405405406,0.02702702702702703
Kyle Farmer,3,0,0,0,37,0.08108108108108109,0.0,0.0,0.0
Kyle Higashioka,3,0,0,0,18,0.16666666666666666,0.0,0.0,0.0
Kyle Isbel,11,0,0,0,40,0.275,0.0,0.0,0.0
Kyle Manzardo,15,1,0,0,39,0.38461538461538464,0.02564102564102564,0.0,0.0
Kyle Schwarber,25,5,0,0,43,0.5813953488372093,0.11627906976744186,0.0,0.0
Kyle Stowers,16,3,1,0,41,0.3902439024390244,0.07317073170731707,0.024390243902439025,0.0
Kyle Tucker,24,8,2,1,43,0.5581395348837209,0.18604651162790697,0.046511627906976744,0.023255813953488372
Kyren Paris,12,5,0,0,40,0.3,0.125,0.0,0.0
LaMonte Wade Jr.,11,1,0,0,39,0.28205128205128205,0.02564102564102564,0.0,0.0
Lane Thomas,1,1,0,0,13,0.07692307692307693,0.07692307692307693,0.0,0.0
Lars Nootbaar,21,5,0,0,43,0.4883720930232558,0.11627906976744186,0.0,0.0
Lawrence Butler,17,3,0,0,41,0.4146341463414634,0.07317073170731707,0.0,0.0
Lenyn Sosa,11,0,0,0,43,0.2558139534883721,0.0,0.0,0.0
Leo Rivas,11,2,0,0,24,0.4583333333333333,0.08333333333333333,0.0,0.0
Leody Taveras,9,0,0,0,38,0.23684210526315788,0.0,0.0,0.0
Liam Hicks,10,0,0,0,27,0.37037037037037035,0.0,0.0,0.0
Liover Peguero,0,0,0,0,4,0.0,0.0,0.0,0.0
Logan O'Hoppe,12,1,0,0,38,0.3157894736842105,0.02631578947368421,0.0,0.0
Lourdes Gurriel Jr.,13,2,0,0,42,0.30952380952380953,0.047619047619047616,0.0,0.0
Luis Arraez,13,5,0,0,37,0.35135135135135137,0.13513513513513514,0.0,0.0
Luis Campusano,0,0,0,0,3,0.0,0.0,0.0,0.0
Luis Garcia Jr.,15,3,1,1,41,0.36585365853658536,0.07317073170731707,0.024390243902439025,0.024390243902439025
Luis Matos,6,1,0,0,21,0.2857142857142857,0.047619047619047616,0.0,0.0
Luis Rengifo,9,2,0,0,42,0.21428571428571427,0.047619047619047616,0.0,0.0
Luis Robert Jr.,15,5,1,0,40,0.375,0.125,0.025,0.0
Luis Torrens,4,0,0,0,27,0.14814814814814814,0.0,0.0,0.0
Luis Urias,12,0,0,0,32,0.375,0.0,0.0,0.0
Luisangel Acuna,14,3,0,0,40,0.35,0.075,0.0,0.0
Luke Keaschall,3,1,0,0,7,0.42857142857142855,0.14285714285714285,0.0,0.0
Luke Maile,2,0,0,0,3,0.6666666666666666,0.0,0.0,0.0
Luke Raley,8,1,1,0,25,0.32,0.04,0.04,0.0
Luke Williams,0,0,0,0,2,0.0,0.0,0.0,0.0
Luken Baker,3,0,0,0,19,0.15789473684210525,0.0,0.0,0.0
MJ Melendez,4,0,0,0,16,0.25,0.0,0.0,0.0
Maikel Garcia,14,2,0,0,45,0.3111111111111111,0.044444444444444446,0.0,0.0
Manny Machado,22,6,2,0,43,0.5116279069767442,0.13953488372093023,0.046511627906976744,0.0
Manuel Margot,1,0,0,0,6,0.16666666666666666,0.0,0.0,0.0
Marcell Ozuna,17,4,1,0,41,0.4146341463414634,0.0975609756097561,0.024390243902439025,0.0
Marcus Semien,11,1,0,0,44,0.25,0.022727272727272728,0.0,0.0
Mark Canha,6,1,0,0,23,0.2608695652173913,0.043478260869565216,0.0,0.0
Mark Vientos,17,2,1,1,42,0.40476190476190477,0.047619047619047616,0.023809523809523808,0.023809523809523808
Martin Maldonado,3,0,0,0,23,0.13043478260869565,0.0,0.0,0.0
Mason McCoy,0,0,0,0,4,0.0,0.0,0.0,0.0
Masyn Winn,16,4,0,0,33,0.48484848484848486,0.12121212121212122,0.0,0.0
Matt Bowman,0,0,0,0,1,0.0,0.0,0.0,0.0
Matt Chapman,20,3,0,0,45,0.4444444444444444,0.06666666666666667,0.0,0.0
Matt Gorski,1,0,0,0,13,0.07692307692307693,0.0,0.0,0.0
Matt McLain,11,6,2,1,36,0.3055555555555556,0.16666666666666666,0.05555555555555555,0.027777777777777776
Matt Mervis,15,1,0,0,37,0.40540540540540543,0.02702702702702703,0.0,0.0
Matt Olson,20,4,1,0,44,0.45454545454545453,0.09090909090909091,0.022727272727272728,0.0
Matt Shaw,6,3,1,0,16,0.375,0.1875,0.0625,0.0
Matt Thaiss,8,1,0,0,29,0.27586206896551724,0.034482758620689655,0.0,0.0
Matt Wallner,6,1,0,0,18,0.3333333333333333,0.05555555555555555,0.0,0.0
Matthew Lugo,2,0,0,0,7,0.2857142857142857,0.0,0.0,0.0
Mauricio Dubon,4,1,0,0,26,0.15384615384615385,0.038461538461538464,0.0,0.0
Maverick Handley,0,0,0,0,4,0.0,0.0,0.0,0.0
Max Kepler,16,3,0,0,40,0.4,0.075,0.0,0.0
Max Muncy,18,4,0,0,120,0.15,0.03333333333333333,0.0,0.0
Max Schuemann,7,0,0,0,28,0.25,0.0,0.0,0.0
Michael A. Taylor,7,3,1,0,38,0.18421052631578946,0.07894736842105263,0.02631578947368421,0.0
Michael Busch,15,2,1,1,41,0.36585365853658536,0.04878048780487805,0.024390243902439025,0.024390243902439025
Michael Conforto,17,2,1,0,39,0.4358974358974359,0.05128205128205128,0.02564102564102564,0.0
Michael Harris II,9,2,0,0,45,0.2,0.044444444444444446,0.0,0.0
Michael Massey,6,2,0,0,41,0.14634146341463414,0.04878048780487805,0.0,0.0
Michael Siani,3,1,0,0,18,0.16666666666666666,0.05555555555555555,0.0,0.0
Michael Stefanic,0,0,0,0,1,0.0,0.0,0.0,0.0
Michael Toglia,11,0,0,0,44,0.25,0.0,0.0,0.0
Mickey Gasper,4,1,0,0,17,0.23529411764705882,0.058823529411764705,0.0,0.0
Mickey Moniak,10,2,1,0,40,0.25,0.05,0.025,0.0
Miguel Amaya,8,2,1,0,21,0.38095238095238093,0.09523809523809523,0.047619047619047616,0.0
Miguel Andujar,11,2,0,0,31,0.3548387096774194,0.06451612903225806,0.0,0.0
Miguel Rojas,4,1,0,0,24,0.16666666666666666,0.041666666666666664,0.0,0.0
Miguel Vargas,16,3,0,0,41,0.3902439024390244,0.07317073170731707,0.0,0.0
Mike Tauchman,1,0,0,0,3,0.3333333333333333,0.0,0.0,0.0
Mike Trout,10,4,0,0,29,0.3448275862068966,0.13793103448275862,0.0,0.0
Mike Yastrzemski,15,6,0,0,40,0.375,0.15,0.0,0.0
Miles Mastrobuoni,7,2,0,0,34,0.20588235294117646,0.058823529411764705,0.0,0.0
Mitch Garver,9,0,0,0,28,0.32142857142857145,0.0,0.0,0.0
Moises Ballesteros,0,0,0,0,3,0.0,0.0,0.0,0.0
Mookie Betts,22,7,3,0,41,0.5365853658536586,0.17073170731707318,0.07317073170731707,0.0
Myles Straw,10,1,0,0,35,0.2857142857142857,0.02857142857142857,0.0,0.0
Nasim Nunez,2,1,0,0,15,0.13333333333333333,0.06666666666666667,0.0,0.0
Nathan Lukes,10,3,0,0,29,0.3448275862068966,0.10344827586206896,0.0,0.0
Nathaniel Lowe,13,2,0,0,45,0.28888888888888886,0.044444444444444446,0.0,0.0
Nick Ahmed,1,0,0,0,5,0.2,0.0,0.0,0.0
Nick Allen,10,0,0,0,38,0.2631578947368421,0.0,0.0,0.0
Nick Castellanos,17,2,0,0,44,0.38636363636363635,0.045454545454545456,0.0,0.0
Nick Fortes,2,0,0,0,13,0.15384615384615385,0.0,0.0,0.0
Nick Gonzales,1,0,0,0,1,1.0,0.0,0.0,0.0
Nick Kurtz,5,1,0,0,19,0.2631578947368421,0.05263157894736842,0.0,0.0
Nick Martini,6,1,0,0,37,0.16216216216216217,0.02702702702702703,0.0,0.0
Nick Maton,5,0,0,0,25,0.2,0.0,0.0,0.0
Nick Sandlin,0,0,0,0,1,0.0,0.0,0.0,0.0
Nick Sogard,2,1,0,0,4,0.5,0.25,0.0,0.0
Nicky Lopez,2,0,0,0,17,0.11764705882352941,0.0,0.0,0.0
Nico Hoerner,18,5,0,0,42,0.42857142857142855,0.11904761904761904,0.0,0.0
Niko Kavadas,0,0,0,0,1,0.0,0.0,0.0,0.0
Noelvi Marte,7,2,1,0,19,0.3684210526315789,0.10526315789473684,0.05263157894736842,0.0
Nolan Arenado,16,4,0,0,40,0.4,0.1,0.0,0.0
Nolan Gorman,9,1,1,0,24,0.375,0.041666666666666664,0.041666666666666664,0.0
Nolan Jones,7,0,0,0,39,0.1794871794871795,0.0,0.0,0.0
Nolan Schanuel,21,0,0,0,41,0.5121951219512195,0.0,0.0,0.0
Oliver Dunn,3,1,0,0,14,0.21428571428571427,0.07142857142857142,0.0,0.0
Omar Narvaez,1,0,0,0,4,0.25,0.0,0.0,0.0
Oneil Cruz,18,5,0,0,39,0.46153846153846156,0.1282051282051282,0.0,0.0
Orlando Arcia,1,0,0,0,13,0.07692307692307693,0.0,0.0,0.0
Oscar Gonzalez,2,0,0,0,21,0.09523809523809523,0.0,0.0,0.0
Oswald Peraza,8,1,0,0,25,0.32,0.04,0.0,0.0
Oswaldo Cabrera,12,5,0,0,34,0.35294117647058826,0.14705882352941177,0.0,0.0
Otto Lopez,16,1,0,0,32,0.5,0.03125,0.0,0.0
Owen Miller,0,0,0,0,8,0.0,0.0,0.0,0.0
Ozzie Albies,19,4,0,0,46,0.41304347826086957,0.08695652173913043,0.0,0.0
Pablo Reyes,3,0,0,0,18,0.16666666666666666,0.0,0.0,0.0
Patrick Bailey,12,1,0,0,40,0.3,0.025,0.0,0.0
Paul DeJong,3,0,0,0,16,0.1875,0.0,0.0,0.0
Paul Goldschmidt,21,8,1,0,45,0.4666666666666667,0.17777777777777778,0.022222222222222223,0.0
Pavin Smith,16,3,0,0,42,0.38095238095238093,0.07142857142857142,0.0,0.0
Pedro Pages,10,3,0,0,32,0.3125,0.09375,0.0,0.0
Pete Alonso,22,5,1,0,46,0.4782608695652174,0.10869565217391304,0.021739130434782608,0.0
Pete Crow-Armstrong,28,8,1,0,44,0.6363636363636364,0.18181818181818182,0.022727272727272728,0.0
Phil Maton,0,0,0,0,1,0.0,0.0,0.0,0.0
Rafael Devers,20,5,1,1,46,0.43478260869565216,0.10869565217391304,0.021739130434782608,0.021739130434782608
Rafael Marchan,1,0,0,0,11,0.09090909090909091,0.0,0.0,0.0
Ramon Laureano,7,2,0,0,31,0.22580645161290322,0.06451612903225806,0.0,0.0
Ramon Urias,5,0,0,0,22,0.22727272727272727,0.0,0.0,0.0
Randal Grichuk,7,1,0,0,28,0.25,0.03571428571428571,0.0,0.0
Randy Arozarena,18,4,0,0,41,0.43902439024390244,0.0975609756097561,0.0,0.0
Rece Hinds,1,0,0,0,4,0.25,0.0,0.0,0.0
Rhylan Thomas,2,0,0,0,3,0.6666666666666666,0.0,0.0,0.0
Rhys Hoskins,11,1,0,0,42,0.2619047619047619,0.023809523809523808,0.0,0.0
Richie Palacios,1,0,0,0,1,1.0,0.0,0.0,0.0
Riley Adams,3,0,0,0,10,0.3,0.0,0.0,0.0
Riley Greene,18,6,0,0,44,0.4090909090909091,0.13636363636363635,0.0,0.0
Rob Brantly,0,0,0,0,3,0.0,0.0,0.0,0.0
Rob Refsnyder,6,0,0,0,15,0.4,0.0,0.0,0.0
Romy Gonzalez,7,3,0,0,17,0.4117647058823529,0.17647058823529413,0.0,0.0
Ronny Simon,4,1,0,0,13,0.3076923076923077,0.07692307692307693,0.0,0.0
Rowdy Tellez,13,1,0,0,36,0.3611111111111111,0.027777777777777776,0.0,0.0
Royce Lewis,2,0,0,0,8,0.25,0.0,0.0,0.0
Ryan Bliss,1,0,0,0,13,0.07692307692307693,0.0,0.0,0.0
Ryan Helsley,0,0,0,0,1,0.0,0.0,0.0,0.0
Ryan Jeffers,8,1,0,0,33,0.24242424242424243,0.030303030303030304,0.0,0.0
Ryan Kreidler,5,0,0,0,17,0.29411764705882354,0.0,0.0,0.0
Ryan McMahon,14,3,2,0,43,0.32558139534883723,0.06976744186046512,0.046511627906976744,0.0
Ryan Mountcastle,9,4,0,0,40,0.225,0.1,0.0,0.0
Ryan O'Hearn,26,3,1,0,65,0.4,0.046153846153846156,0.015384615384615385,0.0
Ryan Thompson,0,0,0,0,1,0.0,0.0,0.0,0.0
Ryan Walker,0,0,0,0,1,0.0,0.0,0.0,0.0
Ryne Nelson,1,0,0,0,1,1.0,0.0,0.0,0.0
Sal Frelick,13,3,0,0,42,0.30952380952380953,0.07142857142857142,0.0,0.0
Salvador Perez,8,1,0,0,43,0.18604651162790697,0.023255813953488372,0.0,0.0
Sam Haggerty,3,0,0,0,6,0.5,0.0,0.0,0.0
Sam Huff,2,0,0,0,16,0.125,0.0,0.0,0.0
Samad Taylor,1,0,0,0,4,0.25,0.0,0.0,0.0
Santiago Espinal,8,1,0,0,36,0.2222222222222222,0.027777777777777776,0.0,0.0
Sean Bouchard,7,0,0,0,30,0.23333333333333334,0.0,0.0,0.0
Sean Murphy,10,2,0,0,26,0.38461538461538464,0.07692307692307693,0.0,0.0
Seiya Suzuki,17,4,1,0,39,0.4358974358974359,0.10256410256410256,0.02564102564102564,0.0
Seth Brown,5,0,0,0,30,0.16666666666666666,0.0,0.0,0.0
Shea Langeliers,15,3,0,0,38,0.39473684210526316,0.07894736842105263,0.0,0.0
Shelby Miller,0,0,0,0,1,0.0,0.0,0.0,0.0
Shohei Ohtani,27,13,3,0,40,0.675,0.325,0.075,0.0
Spencer Horwitz,0,0,0,0,2,0.0,0.0,0.0,0.0
Spencer Steer,15,4,1,0,38,0.39473684210526316,0.10526315789473684,0.02631578947368421,0.0
Spencer Torkelson,25,5,0,0,45,0.5555555555555556,0.1111111111111111,0.0,0.0
Starling Marte,6,2,0,0,28,0.21428571428571427,0.07142857142857142,0.0,0.0
Steven Kwan,20,5,0,0,44,0.45454545454545453,0.11363636363636363,0.0,0.0
Stuart Fairchild,4,0,0,0,16,0.25,0.0,0.0,0.0
TJ Friedl,16,6,1,0,42,0.38095238095238093,0.14285714285714285,0.023809523809523808,0.0
Tanner Scott,0,0,0,0,1,0.0,0.0,0.0,0.0
Taylor Walls,13,3,0,0,39,0.3333333333333333,0.07692307692307693,0.0,0.0
Taylor Ward,31,5,0,0,82,0.3780487804878049,0.06097560975609756,0.0,0.0
Teoscar Hernandez,14,5,1,0,31,0.45161290322580644,0.16129032258064516,0.03225806451612903,0.0
Thomas Saggese,4,0,0,0,14,0.2857142857142857,0.0,0.0,0.0
Tim Anderson,6,1,0,0,25,0.24,0.04,0.0,0.0
Tim Elko,1,0,0,0,5,0.2,0.0,0.0,0.0
Tim Tawa,10,1,0,0,26,0.38461538461538464,0.038461538461538464,0.0,0.0
Tirso Ornelas,0,0,0,0,7,0.0,0.0,0.0,0.0
Tomas Nido,4,0,0,0,9,0.4444444444444444,0.0,0.0,0.0
Tommy Edman,16,2,0,0,30,0.5333333333333333,0.06666666666666667,0.0,0.0
Tommy Kahnle,0,0,0,0,1,0.0,0.0,0.0,0.0
Tommy Pham,8,3,0,0,36,0.2222222222222222,0.08333333333333333,0.0,0.0
Travis Jankowski,6,1,0,0,20,0.3,0.05,0.0,0.0
Travis d'Arnaud,3,1,0,0,19,0.15789473684210525,0.05263157894736842,0.0,0.0
Trea Turner,20,5,0,0,41,0.4878048780487805,0.12195121951219512,0.0,0.0
Trent Grisham,20,4,1,0,37,0.5405405405405406,0.10810810810810811,0.02702702702702703,0.0
Trevor Larnach,22,1,0,0,42,0.5238095238095238,0.023809523809523808,0.0,0.0
Trevor Story,16,2,1,0,43,0.37209302325581395,0.046511627906976744,0.023255813953488372,0.0
Trey Lipscomb,1,0,0,0,3,0.3333333333333333,0.0,0.0,0.0
Trey Sweeney,20,4,0,0,43,0.46511627906976744,0.09302325581395349,0.0,0.0
Triston Casas,4,1,0,0,29,0.13793103448275862,0.034482758620689655,0.0,0.0
Tsung-Che Cheng,0,0,0,0,3,0.0,0.0,0.0,0.0
Tucker Barnhart,0,0,0,0,4,0.0,0.0,0.0,0.0
Ty France,17,1,0,0,43,0.3953488372093023,0.023255813953488372,0.0,0.0
Tyler Callihan,0,0,0,0,4,0.0,0.0,0.0,0.0
Tyler Fitzgerald,10,3,1,0,25,0.4,0.12,0.04,0.0
Tyler Freeman,4,2,0,0,10,0.4,0.2,0.0,0.0
Tyler Heineman,7,1,0,0,18,0.3888888888888889,0.05555555555555555,0.0,0.0
Tyler Matzek,0,0,0,0,2,0.0,0.0,0.0,0.0
Tyler O'Neill,6,2,1,0,21,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.0
Tyler Owens,0,0,0,0,1,0.0,0.0,0.0,0.0
Tyler Rogers,0,0,0,0,1,0.0,0.0,0.0,0.0
Tyler Soderstrom,19,6,1,0,44,0.4318181818181818,0.13636363636363635,0.022727272727272728,0.0
Tyler Stephenson,5,1,0,0,12,0.4166666666666667,0.08333333333333333,0.0,0.0
Tyler Tolbert,3,0,0,0,13,0.23076923076923078,0.0,0.0,0.0
Tyler Wade,5,1,0,0,24,0.20833333333333334,0.041666666666666664,0.0,0.0
Victor Caratini,9,1,0,0,22,0.4090909090909091,0.045454545454545456,0.0,0.0
Victor Robles,3,0,0,0,10,0.3,0.0,0.0,0.0
Victor Scott II,17,2,1,0,40,0.425,0.05,0.025,0.0
Vidal Brujan,4,0,0,0,14,0.2857142857142857,0.0,0.0,0.0
Vinnie Pasquantino,13,1,0,0,45,0.28888888888888886,0.022222222222222223,0.0,0.0
Vinny Capra,6,0,0,0,24,0.25,0.0,0.0,0.0
Vladimir Guerrero Jr.,22,2,0,0,43,0.5116279069767442,0.046511627906976744,0.0,0.0
Will Benson,3,2,0,0,6,0.5,0.3333333333333333,0.0,0.0
Will Brennan,0,0,0,0,4,0.0,0.0,0.0,0.0
Will Smith,14,0,0,0,34,0.4117647058823529,0.0,0.0,0.0
Will Wagner,4,0,0,0,20,0.2,0.0,0.0,0.0
Will Wilson,3,0,0,0,20,0.15,0.0,0.0,0.0
Willi Castro,10,1,0,0,24,0.4166666666666667,0.041666666666666664,0.0,0.0
Willson Contreras,37,8,0,0,86,0.43023255813953487,0.09302325581395349,0.0,0.0
Willy Adames,22,4,0,0,45,0.4888888888888889,0.08888888888888889,0.0,0.0
Wilmer Flores,17,2,0,0,44,0.38636363636363635,0.045454545454545456,0.0,0.0
Wilyer Abreu,17,6,1,0,44,0.38636363636363635,0.13636363636363635,0.022727272727272728,0.0
Wyatt Langford,16,2,1,0,35,0.45714285714285713,0.05714285714285714,0.02857142857142857,0.0
Xander Bogaerts,13,5,0,0,43,0.3023255813953488,0.11627906976744186,0.0,0.0
Xavier Edwards,17,1,0,0,41,0.4146341463414634,0.024390243902439025,0.0,0.0
Yandy Diaz,25,6,0,0,80,0.3125,0.075,0.0,0.0
Yerry De los Santos,0,0,0,0,1,0.0,0.0,0.0,0.0
Yoan Moncada,10,1,0,0,18,0.5555555555555556,0.05555555555555555,0.0,0.0
Yohel Pozo,5,0,0,0,14,0.35714285714285715,0.0,0.0,0.0
Yordan Alvarez,6,1,0,0,29,0.20689655172413793,0.034482758620689655,0.0,0.0
Yuli Gurriel,2,0,0,0,16,0.125,0.0,0.0,0.0
Zac Veen,1,0,0,0,13,0.07692307692307693,0.0,0.0,0.0
Zach Dezenzo,11,4,0,0,25,0.44,0.16,0.0,0.0
Zach McKinstry,23,2,0,0,41,0.5609756097560976,0.04878048780487805,0.0,0.0
Zach Neto,15,6,0,0,25,0.6,0.24,0.0,0.0
